西元年份,公司代碼,公司簡稱,欄位編號,欄位名稱,欄位數值,欄位單位,補充說明,參考頁數,處理時間
2024,6239,力成科技,44,再生能源裝置容量,NA,NA,報告書提及設置太陽能發電設備及自發自用發電量(kWh)，但未明確列出總裝置容量(KW)數值,"p.157, p.161",2026-05-04
2024,6239,力成科技,45,再生能源使用來源（自發自用、購電協議、再生能源憑證）,自發自用、轉供再生能源、再生能源憑證,NA,報告書提及太陽能板自發自用、外購再生能源轉供及購買憑證,p.161,2026-05-04
2024,6239,力成科技,46,是否達成政府用電大戶再生能源建置義務,,NA,報告書中未明確提及是否已達成政府用電大戶條款義務,NA,2026-05-04
2024,6239,力成科技,47,是否取得RE100認證,FALSE,NA,報告書提及「接軌 RE100 倡議」，但未明確表示已正式取得會員認證,p.157,2026-05-04
2024,6239,力成科技,48,是否設定再生能源使用目標,TRUE,NA,設定2025、2030及2050年再生能源目標,p.157,2026-05-04
2024,6239,力成科技,49,再生能源目標年設定,2030,NA,設定2030年再生能源比例達15%,p.157,2026-05-04
2024,6239,力成科技,50,再生能源目標值（百分比）,15.00%,NA,2030年目標為15%,p.157,2026-05-04
2024,6239,力成科技,51,是否設定節能目標,FALSE,NA,設定年節電率目標,p.160,2026-05-04
2024,6239,力成科技,52,節能目標年設定,NA,NA,每年持續設定年度目標，報告書提及「達成目標 1%」為年度目標,p.160,2026-05-04
2024,6239,力成科技,53,節能目標值（百分比）,NA,NA,年節電率目標為1%,p.160,2026-05-04
2024,6239,力成科技,54,節電目標值設定（百分比）,1.00%,NA,年節電率目標為1%,p.160,2026-05-04
2024,6239,力成科技,55,是否說明關鍵減量策略,FALSE,NA,具體的節能減碳策略，無針對未來的減量策略詳述，故填否。,"p.157, p.161",2026-05-04
2024,6239,力成科技,56,是否生產支持轉型至低碳經濟之產品/服務,TRUE,NA,提及開發低耗能高階封裝產品及面板級扇出型封裝(FOPLP)以降低能耗,"p.69, p.170",2026-05-04
2024,6239,力成科技,57,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,NA,NA,報告書未揭露低碳產品佔總營收之具體比例,NA,2026-05-04
2024,6239,力成科技,58,失能傷害頻率(LTIFR),0.86,NA,失能傷害嚴重率(FR)為0.86 (註：通常LTIFR對應FR，公式為每百萬工時)無揭露是否含海外廠,p.119,2026-05-04
2024,6239,力成科技,59,職業傷害件數,死亡0件、失能傷害20件,NA,2024年發生20件職業災害，無死亡 無揭露是否含海外廠,p.119,2026-05-04
2024,6239,力成科技,60,損失工作日數,673,NA,失能傷害損失日數無揭露是否含海外廠,p.119,2026-05-04
2024,6239,力成科技,61,重大職業安全意外事件,,NA,報告書提及無任何重大違法情事及無死亡事故,"p.60, p.121",2026-05-04
2024,6239,力成科技,62,勞動法規違規與裁罰,"勞基法第24條罰款50,000元；職業安全衛生設施規則第21條罰款100,000元",NA,2024年兩項勞動及職安法規裁罰,p.60,2026-05-04
2024,6239,力成科技,63,政府補貼或獎勵,未揭露,元,報告書內文中未明確列出政府補貼金額,NA,2026-05-04
2024,6239,力成科技,64,取水量-自來水,"2,982,264.00",噸,"自來水取水量2,982.264百萬公升(ML)，換算為噸(x1000)，國內廠",p.159,2026-05-04
2024,6239,力成科技,65,取水量-地表水,0,噸,報告書未列出地表水取水量，主要為自來水與地下水，國內廠,p.159,2026-05-04
2024,6239,力成科技,66,取水量-地下水,"35,262.00",噸,地下水取水量35.262百萬公升(ML)，換算為噸(x1000)，國內廠,p.159,2026-05-04
2024,6239,力成科技,67,取水量-其他來源（海水、冷凝水、雨水、再生水）,0,噸,未使用其他來源水,p.159,2026-05-04
2024,6239,力成科技,68,回收水量,"1,528,500.00",噸,"回收量1,528.50百萬公升(ML)，換算為噸(x1000)，國內廠",p.165,2026-05-04
2024,6239,力成科技,69,排放水量,"2,109,579.00",噸,"排放總量2,109.579百萬公升(ML)，換算為噸(x1000)，國內廠",p.161,2026-05-04
2024,6239,力成科技,70,耗用水量,"907,947.00",噸,"耗水量907,947立方公尺，國內廠",p.193,2026-05-04
2024,_86120031,信昌化學工業,1,是否承諾淨零排放／碳中和,2050年：配合政府達到淨零碳排要求,NA,報告書中提及長短期減碳路徑，長期目標設定於2050年。,p.34,2026-05-04
2024,_86120031,信昌化學工業,2,預計達成淨零排放／碳中和年份,2050,NA,依據報告書p.34減碳路徑圖所示之長期目標。,p.34,2026-05-04
2024,_86120031,信昌化學工業,3,是否設定中期溫室氣體絕對減量目標,TRUE,NA,設定有2025年（短期）及2030年（中期）減量目標。,p.34,2026-05-04
2024,_86120031,信昌化學工業,4,中期減量目標年設定,2030,NA,報告書設定2025年為短期目標年，2030年為中期目標年。依指引填寫最近的目標年。,p.34,2026-05-04
2024,_86120031,信昌化學工業,5,中期溫室氣體絕對減量目標值（百分比）,13,NA,2025年目標為較基準年減少13%（2030年目標為減少30%）。,p.34,2026-05-04
2024,_86120031,信昌化學工業,6,中期減量基準年設定,2021,NA,減碳目標以2021年為基準年。,p.34,2026-05-04
2024,_86120031,信昌化學工業,7,中期減量基準年排放量,271000,公噸CO2e,基準年2021年的溫室氣體排放量為271 ktCO2e。,p.34,2026-05-04
2024,_86120031,信昌化學工業,8,中期目標是否取得SBT認證,FALSE,NA,報告書未提及取得SBT認證。,NA,2026-05-04
2024,_86120031,信昌化學工業,9,範疇一/類別一（值）,"154,008.00",公噸CO2e,2024年範疇一排放量為154.008 ktCO2e，換算為公噸。,p.36,2026-05-04
2024,_86120031,信昌化學工業,10,範疇二/類別二（值）,"67,637.00",公噸CO2e,2024年範疇二排放量為67.637 ktCO2e，換算為公噸。,p.36,2026-05-04
2024,_86120031,信昌化學工業,11,範疇三（值）,"308,998.00",公噸CO2e,2024年範疇三排放量為308.998 ktCO2e，換算為公噸。,p.36,2026-05-04
2024,_86120031,信昌化學工業,12,類別三（值）,NA,NA,報告書僅揭露範疇三總量，未依ISO 14064-1類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,13,類別四（值）,NA,NA,報告書僅揭露範疇三總量，未依ISO 14064-1類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,14,類別五（值）,NA,NA,報告書僅揭露範疇三總量，未依ISO 14064-1類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,15,類別六（值）,NA,公噸CO2e,報告書僅揭露範疇三總量，未依ISO 14064-1類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,16,Scope 3 類別 1 (購買商品或服務),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,17,Scope 3 類別 2 (資本商品),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,18,Scope 3 類別 3 (燃料與能源相關活動),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,19,Scope 3 類別 4 (上游運輸和配送),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,20,Scope 3 類別 5 (營運廢棄物),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,21,Scope 3 類別 6 (商務旅行),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,22,Scope 3 類別 7 (員工通勤),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,23,Scope 3 類別 8 (上游租賃資產),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,24,Scope 3 類別 9 (下游運輸和配送),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,25,Scope 3 類別 10 (銷售產品的加工),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,26,Scope 3 類別 11 (使用銷售產品),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,27,Scope 3 類別 12 (銷售產品廢棄處理),NA,NA,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,28,Scope 3 類別 13 (下游租賃資產),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,29,Scope 3 類別 14 (特許經營),NA,公噸CO2e,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,30,Scope 3 類別 15 (投資),NA,NA,報告書僅揭露範疇三總量，未依GHG Protocol類別細分揭露數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,31,是否揭露近三年溫室氣體排放資料,TRUE,NA,報告書揭露2022至2024年之溫室氣體排放數據。,p.36,2026-05-04
2024,_86120031,信昌化學工業,32,是否設定範疇三減量目標,FALSE,NA,"減量目標表（p.34）僅明確提及範疇一、二（Scope 1,2）減量目標。",p.34,2026-05-04
2024,_86120031,信昌化學工業,33,範疇三減量目標實際作為,推動產品碳足跡盤查、購買生命週期評估軟體、供應鏈永續管理,NA,積極推動節能減碳專案，並進行產品碳足跡盤查。,p.36,2026-05-04
2024,_86120031,信昌化學工業,34,2024年度總能源使用量,"2,541,765,000.00",百萬焦耳（MJ）,"2024年總能耗量為2,541,765 GJ，換算為MJ（1 GJ = 1,000 MJ）。",p.35,2026-05-04
2024,_86120031,信昌化學工業,35,2023年度總能源使用量,"1,418,191,000.00",百萬焦耳（MJ）,"2023年總能耗量為1,418,191 GJ，換算為MJ。",p.35,2026-05-04
2024,_86120031,信昌化學工業,36,2022年度總能源使用量,"2,886,074,000.00",百萬焦耳（MJ）,"2022年總能耗量為2,886,074 GJ，換算為MJ。",p.35,2026-05-04
2024,_86120031,信昌化學工業,37,是否揭露各項能源使用細項,TRUE,NA,揭露天然氣、柴油、電力、蒸汽、再生能源等細項使用量。,p.35,2026-05-04
2024,_86120031,信昌化學工業,38,2024年度使用的各種能源項目,天然氣: 2022373 GJ; 外購電力: 508225 GJ; 外購蒸汽: 9689 GJ; 柴油: 1456 GJ; 再生能源: 22 GJ;,NA,依能源使用量大小排序。自產蒸汽耗能主要來自天然氣，為避免重複計算，列出原始投入能源與外購能源。,p.35,2026-05-04
2024,_86120031,信昌化學工業,39,燃煤使用量,0,公噸,報告書顯示煤使用量為0。,p.35,2026-05-04
2024,_86120031,信昌化學工業,40,燃煤淘汰計劃,無,NA,公司目前未使用燃煤。,p.35,2026-05-04
2024,_86120031,信昌化學工業,41,化石燃料轉型計劃,無,NA,報告書提及能源管理與低碳轉型，但未見具體的化石燃料整體淘汰計畫。,p.34,2026-05-04
2024,_86120031,信昌化學工業,42,當年度總用電量,"141,173,611.11",度（KWh）,"報告書提供外購電力為508,225 GJ，依1 GJ = 277.778 KWh換算。",p.35,2026-05-04
2024,_86120031,信昌化學工業,43,再生能源使用佔總發電量（百分比）,0.00%,NA,再生能源占比為0.001% (0.00001)。,p.35,2026-05-04
2024,_86120031,信昌化學工業,44,再生能源裝置容量,NA,NA,報告書顯示再生能源使用量極低且自發自用為0 GJ，未揭露具體裝置容量。,p.35,2026-05-04
2024,_86120031,信昌化學工業,45,再生能源使用來源（自發自用、購電協議、再生能源憑證）,NA,NA,報告書顯示再生能源使用量為22 GJ，但註記自發自用為0，未明確說明是憑證或購電協議。,p.35,2026-05-04
2024,_86120031,信昌化學工業,46,是否達成政府用電大戶再生能源建置義務,,NA,報告書未提及用電大戶條款履行狀況。,NA,2026-05-04
2024,_86120031,信昌化學工業,47,是否取得RE100認證,FALSE,NA,未提及取得RE100認證。,NA,2026-05-04
2024,_86120031,信昌化學工業,48,是否設定再生能源使用目標,FALSE,NA,管理方針中有能源管理與溫室氣體減量目標，但未見明確的「再生能源使用率」目標設定。,p.34,2026-05-04
2024,_86120031,信昌化學工業,49,再生能源目標年設定,NA,NA,無明確再生能源目標年。,NA,2026-05-04
2024,_86120031,信昌化學工業,50,再生能源目標值（百分比）,NA,NA,無明確再生能源目標值。,NA,2026-05-04
2024,_86120031,信昌化學工業,51,是否設定節能目標,FALSE,NA,設定有「用電原單位」、「用汽原單位」等節能目標。,p.34,2026-05-04
2024,_86120031,信昌化學工業,52,節能目標年設定,2030,NA,依據能源管理目標表之短期目標年。,p.34,2026-05-04
2024,_86120031,信昌化學工業,53,節能目標值（百分比）,NA,NA,目標設定為單位產品能耗數值（如0.25仟度/噸），非總節能百分比目標。,p.34,2026-05-04
2024,_86120031,信昌化學工業,54,節電目標值設定（百分比）,NA,NA,僅設定單位用電強度目標，未設定總節電百分比目標。,p.34,2026-05-04
2024,_86120031,信昌化學工業,55,是否說明關鍵減量策略,TRUE,NA,摘錄自「能源管理與溫室氣體排放」之減碳策略。,p.34,2026-05-04
2024,_86120031,信昌化學工業,56,是否生產支持轉型至低碳經濟之產品/服務,FALSE,NA,,NA,2026-05-04
2024,_86120031,信昌化學工業,57,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,NA,NA,報告書提及支持低碳經濟，但未量化低碳產品之具體營收。,NA,2026-05-04
2024,_86120031,信昌化學工業,58,失能傷害頻率(LTIFR),7.11,NA,2024年失能傷害頻率(FR)為7.11（依報告書定義為每百萬工時）。,p.54,2026-05-04
2024,_86120031,信昌化學工業,59,職業傷害件數,死亡0件、嚴重職業傷害0件、可記錄職業傷害3件,NA,數據來自2024年工傷統計表。,p.54,2026-05-04
2024,_86120031,信昌化學工業,60,損失工作日數,NA,NA,報告書未揭露損失工作日數(Lost Days)具體數值。,NA,2026-05-04
2024,_86120031,信昌化學工業,61,重大職業安全意外事件,無,NA,2024年無重大製程安全事故（Tier 1/Tier 2皆為0），亦無死亡事故。,p.54,2026-05-04
2024,_86120031,信昌化學工業,62,勞動法規違規與裁罰,無,NA,報告書提及2024年無接獲與勞動條件相關申訴，亦未揭露相關勞動法規裁罰。,p.42,2026-05-04
2024,_86120031,信昌化學工業,63,政府補貼或獎勵,未揭露,元,報告書未揭露接受政府重大補貼或獎勵之資訊。,NA,2026-05-04
2024,_86120031,信昌化學工業,64,取水量-自來水,"1,487,000.00",噸,"自來水取水量1,487千立方公尺。",p.31,2026-05-04
2024,_86120031,信昌化學工業,65,取水量-地表水,0,噸,河水取水量顯示為 -。,p.31,2026-05-04
2024,_86120031,信昌化學工業,66,取水量-地下水,0,噸,地下水取水量顯示為 -。,p.31,2026-05-04
2024,_86120031,信昌化學工業,67,取水量-其他來源（海水、冷凝水、雨水、再生水）,"14,000.00",噸,雨水(11) + 外購水(3) = 14 千立方公尺。,p.31,2026-05-04
2024,_86120031,信昌化學工業,68,回收水量,"10,395,000.00",噸,"回收水總量10,395千立方公尺。",p.31,2026-05-04
2024,_86120031,信昌化學工業,69,排放水量,"416,000.00",噸,排水量總量416千立方公尺。,p.31,2026-05-04
2024,_86120031,信昌化學工業,70,耗用水量,"1,086,000.00",噸,"耗水量總量1,086千立方公尺。",p.31,2026-05-04
2024,1440,臺南紡織,1,是否承諾淨零排放／碳中和,朝淨零碳排目標邁進,NA,經營者的話中提到「朝淨零碳排目標邁進」。在附錄三TCFD對照表中提及以全球能源部門到2050年實現二氧化碳淨零排放為情境假設，但未明確承諾企業自身達成淨零的具體年份。,"p.5, p.123",2026-05-04
2024,1440,臺南紡織,2,預計達成淨零排放／碳中和年份,NA,NA,報告書中雖提及「朝淨零碳排目標邁進」，並引用2050淨零情境進行風險分析，但未明確設定企業自身達成淨零排放或碳中和的具體承諾年份。,"p.5, p.123",2026-05-04
2024,1440,臺南紡織,3,是否設定中期溫室氣體絕對減量目標,TRUE,NA,報告書附錄中明確設定2030年為中期減量目標年。,p.126,2026-05-04
2024,1440,臺南紡織,4,中期減量目標年設定,2030,NA,"設定於2030年達成自基準年減量39,510.806噸CO2e之目標。",p.126,2026-05-04
2024,1440,臺南紡織,5,中期溫室氣體絕對減量目標值（百分比）,11.12,NA,"基準年為2024年（合併公司範疇一及範疇二排放量共355,208.1519噸CO2e），目標2030年減量39,510.806噸CO2e，換算減量幅度約為11.12%。",p.126,2026-05-04
2024,1440,臺南紡織,6,中期減量基準年設定,2024,NA,附錄說明「合併公司於2024年以合併財務報告為邊界完成盤查，故基準年為2024年」。,p.126,2026-05-04
2024,1440,臺南紡織,7,中期減量基準年排放量,355208.1519,公噸CO2e,"依據附錄「1-1-1 溫室氣體盤查資訊」中2024年度合併財務報告子公司之總計數據（範疇一+範疇二）。

本公司個體排放量則為：97,011.8734 tCO2e",p.125,2026-05-04
2024,1440,臺南紡織,8,中期目標是否取得SBT認證,FALSE,NA,報告書未提及中期目標已取得SBT認證。,NA,2026-05-04
2024,1440,臺南紡織,9,範疇一/類別一（值）,"34,201.51",公噸CO2e,數據來自2.4章節「臺南紡織近三年溫室氣體排放量」，為主要營運據點（不含海外子公司）之範疇一排放量。,p.67,2026-05-04
2024,1440,臺南紡織,10,範疇二/類別二（值）,"62,810.36",公噸CO2e,數據來自2.4章節「臺南紡織近三年溫室氣體排放量」，為主要營運據點（不含海外子公司）之範疇二排放量。,p.67,2026-05-04
2024,1440,臺南紡織,11,範疇三（值）,"393,327.28",公噸CO2e,"數據來自2.4章節，範疇三類別3與類別4之加總 (25,031.0509 + 368,296.2306)。",p.67,2026-05-04
2024,1440,臺南紡織,12,類別三（值）,"25,031.05",公噸CO2e,對應ISO 14064-1類別三（運輸），報告書標示為「類別3」。,p.67,2026-05-04
2024,1440,臺南紡織,13,類別四（值）,"368,296.23",公噸CO2e,對應ISO 14064-1類別四（組織使用的產品），報告書標示為「類別4」。,p.67,2026-05-04
2024,1440,臺南紡織,14,類別五（值）,NA,NA,報告書提及類別5評分結果顯示非顯著排放源，故未量化盤查數據。,p.67,2026-05-04
2024,1440,臺南紡織,15,類別六（值）,NA,NA,報告書提及類別6評分結果顯示非顯著排放源，故未量化盤查數據。,p.67,2026-05-04
2024,1440,臺南紡織,16,Scope 3 類別 1 (購買商品或服務),"368,296.23",公噸CO2e,對應報告書中ISO 14064-1類別4數據，主要為組織使用產品之購買商品（註9說明包含購買的商品）。,p.67,2026-05-04
2024,1440,臺南紡織,17,Scope 3 類別 2 (資本商品),NA,NA,未單獨揭露資本商品排放數據。,NA,2026-05-04
2024,1440,臺南紡織,18,Scope 3 類別 3 (燃料與能源相關活動),NA,NA,未揭露燃料與能源相關活動之範疇三排放。,NA,2026-05-04
2024,1440,臺南紡織,19,Scope 3 類別 4 (上游運輸和配送),"25,031.05",公噸CO2e,報告書中ISO 14064-1類別3數據，註9說明包含上游運輸與配送。,p.67,2026-05-04
2024,1440,臺南紡織,20,Scope 3 類別 5 (營運廢棄物),NA,公噸CO2e,報告書註9提及類別4包含處置固態與液態廢棄物產生之排放，但未單獨拆分該數值。,p.67,2026-05-04
2024,1440,臺南紡織,21,Scope 3 類別 6 (商務旅行),NA,公噸CO2e,報告書註9提及類別3包含商務旅行，但未單獨拆分該數值。,p.67,2026-05-04
2024,1440,臺南紡織,22,Scope 3 類別 7 (員工通勤),NA,公噸CO2e,報告書註9提及類別3包含員工通勤，但未單獨拆分該數值。,p.67,2026-05-04
2024,1440,臺南紡織,23,Scope 3 類別 8 (上游租賃資產),NA,公噸CO2e,未揭露上游租賃資產排放。,NA,2026-05-04
2024,1440,臺南紡織,24,Scope 3 類別 9 (下游運輸和配送),NA,公噸CO2e,報告書註9提及類別3包含下游運輸與配送，但未單獨拆分該數值。,p.67,2026-05-04
2024,1440,臺南紡織,25,Scope 3 類別 10 (銷售產品的加工),NA,公噸CO2e,未揭露銷售產品加工排放。,NA,2026-05-04
2024,1440,臺南紡織,26,Scope 3 類別 11 (使用銷售產品),NA,公噸CO2e,報告書提及類別5（使用來自組織產品）經評估為非顯著排放源，未量化。,p.67,2026-05-04
2024,1440,臺南紡織,27,Scope 3 類別 12 (銷售產品廢棄處理),NA,公噸CO2e,未揭露銷售產品廢棄處理排放。,NA,2026-05-04
2024,1440,臺南紡織,28,Scope 3 類別 13 (下游租賃資產),NA,公噸CO2e,未揭露下游租賃資產排放。,NA,2026-05-04
2024,1440,臺南紡織,29,Scope 3 類別 14 (特許經營),NA,公噸CO2e,未揭露特許經營排放。,NA,2026-05-04
2024,1440,臺南紡織,30,Scope 3 類別 15 (投資),NA,公噸CO2e,未揭露投資相關排放。,NA,2026-05-04
2024,1440,臺南紡織,31,是否揭露近三年溫室氣體排放資料,TRUE,NA,報告書揭露2022-2024年溫室氣體排放資料。,p.67,2026-05-04
2024,1440,臺南紡織,32,是否設定範疇三減量目標,FALSE,NA,報告書僅提及針對範疇一、二設定減量目標（1.5%節電、2030年絕對減量），未明確提及針對範疇三設定具體減量目標。,"p.50, p.126",2026-05-04
2024,1440,臺南紡織,33,範疇三減量目標實際作為,NA,NA,報告書中主要針對營運邊界內（範疇一、二）提出減量作為，未針對範疇三提出具體減量作為。,NA,2026-05-04
2024,1440,臺南紡織,34,2024年度總能源使用量,"1,044,508,430.00",百萬焦耳（MJ）,"數據來自2.3能源管理章節，單位為千兆焦耳(GJ)，換算為MJ (1 GJ = 1000 MJ)。1,044,508.43 * 1000 = 1,044,508,430 MJ。但欄位要求以MJ為單位的小數，這裡保留原值並注意單位換算。若需填入數值：1044508430。",p.66,2026-05-04
2024,1440,臺南紡織,35,2023年度總能源使用量,"1,304,437,800.00",百萬焦耳（MJ）,"2023年總能源消耗量為1,304,437.80 GJ，換算為1,304,437,800 MJ。",p.66,2026-05-04
2024,1440,臺南紡織,36,2022年度總能源使用量,"1,392,908,640.00",百萬焦耳（MJ）,"2022年總能源消耗量為1,392,908.64 GJ，換算為1,392,908,640 MJ。",p.66,2026-05-04
2024,1440,臺南紡織,37,是否揭露各項能源使用細項,TRUE,NA,報告書詳列2024年各項能源使用細項（燃料油、外購電力、天然氣等）。,p.66,2026-05-04
2024,1440,臺南紡織,38,2024年度使用的各種能源項目,"天然氣: 552,786.90 GJ; 外購電力: 477,040.74 GJ; 太陽能: 8,723.87 GJ; 柴油: 4,280.01 GJ; 汽油: 728.41 GJ; 燃料油: 509.48 GJ; 液化石油氣: 425.00 GJ; 乙炔: 14.02 GJ;",NA,依使用量大小排序（原報告單位為GJ）。,p.66,2026-05-04
2024,1440,臺南紡織,39,燃煤使用量,0,公噸,能源使用列表中無燃煤項目。,p.66,2026-05-04
2024,1440,臺南紡織,40,燃煤淘汰計劃,不適用,NA,公司能源使用列表中不包含燃煤。,p.66,2026-05-04
2024,1440,臺南紡織,41,化石燃料轉型計劃,鍋爐燃料由重油改為天然氣、全面改用特種低硫燃料油作為備用燃料,NA,公司積極推動能源管理與改善，推動低碳燃料轉換。,p.66,2026-05-04
2024,1440,臺南紡織,42,當年度總用電量,"132,511,316.60",度（KWh）,"報告書記載外購電力為477,040.74 GJ。註2說明換算係數：外購電力=3,600kJ/kWh。計算：477,040.74 * 1,000,000 / 3,600 = 132,511,316.66 KWh。",p.66,2026-05-04
2024,1440,臺南紡織,43,再生能源使用佔總發電量（百分比）,0.84%,NA,"再生能源（太陽能）使用量8,723.87 GJ / 總能源使用量1,044,508.43 GJ = 0.835%。",p.66,2026-05-04
2024,1440,臺南紡織,44,再生能源裝置容量,NA,NA,"報告書提及「2024年太陽能光電設備共發電2,423,297kwh」，但未明確揭露總裝置容量（KW）數值。",p.51,2026-05-04
2024,1440,臺南紡織,45,再生能源使用來源（自發自用、購電協議、再生能源憑證）,自發自用、再生能源憑證,NA,提及「維護及建置太陽能發電設備自發自用」及「取得並宣告使用再生能源憑證」。,p.56,2026-05-04
2024,1440,臺南紡織,46,是否達成政府用電大戶再生能源建置義務,,NA,報告書提及「能源大戶要求」已轉化為機會項目，並已啟用再生能源，但未明確寫出「已達成政府用電大戶義務」。,p.54,2026-05-04
2024,1440,臺南紡織,47,是否取得RE100認證,FALSE,NA,未提及取得RE100認證。,NA,2026-05-04
2024,1440,臺南紡織,48,是否設定再生能源使用目標,FALSE,NA,雖有使用再生能源，但未設定明確的再生能源使用率目標（如：20XX年達到XX%）。,NA,2026-05-04
2024,1440,臺南紡織,49,再生能源目標年設定,NA,NA,未設定明確再生能源目標年。,NA,2026-05-04
2024,1440,臺南紡織,50,再生能源目標值（百分比）,NA,NA,未設定明確再生能源使用率目標值。,NA,2026-05-04
2024,1440,臺南紡織,51,是否設定節能目標,TRUE,NA,設定「訂定每年節電1.5%之節能目標，長期目標為2028年內減少6%的能源使用量」。,p.50,2026-05-04
2024,1440,臺南紡織,52,節能目標年設定,2028,NA,長期目標年設定為2028年。,p.50,2026-05-04
2024,1440,臺南紡織,53,節能目標值（百分比）,6.00%,NA,長期目標為2028年內減少6%的能源使用量。,p.50,2026-05-04
2024,1440,臺南紡織,54,節電目標值設定（百分比）,1.50%,NA,訂定每年節電1.5%之節能目標。長期目標為 2028 年內減少 6% 的能源使用量。,p.50,2026-05-04
2024,1440,臺南紡織,55,是否說明關鍵減量策略,TRUE,NA,提及減碳作法方向包含：製程改善、提升能源效率、轉換低碳燃料等。,p.58,2026-05-04
2024,1440,臺南紡織,56,是否生產支持轉型至低碳經濟之產品/服務,TRUE,NA,生產環保回收產品（GRS認證產品、環保機能紗等）。,"p.57, p.61",2026-05-04
2024,1440,臺南紡織,57,支持轉型至低碳經濟之產品/服務產生的營收或營收占比,NA,NA,雖提及有生產環保產品，並列出GRS產品產量，但未明確揭露低碳產品佔總營收之具體金額或比例。,NA,2026-05-04
2024,1440,臺南紡織,58,失能傷害頻率(LTIFR),2.95,NA,"報告書第107頁表格顯示「可記錄的職業傷害比率 (IR) 註為 2.95」，註釋公式為每20萬工時。但第108頁圖表標題為「失能傷害頻率(FR)」，數值為2.9，且註釋定義為每百萬工時。經計算 (5件/1,696,664工時)*1,000,000 = 2.94，故數值2.95應為每百萬工時之FR。","p.107, p.108",2026-05-04
2024,1440,臺南紡織,59,職業傷害件數,死亡0件、可記錄職業傷害5件,NA,2024年發生5件員工職業災害事件（男性4件、女性1件），無死亡案件。,p.107,2026-05-04
2024,1440,臺南紡織,60,損失工作日數,162,NA,損工日數共162天。,p.107,2026-05-04
2024,1440,臺南紡織,61,重大職業安全意外事件,無,NA,2024年員工及非員工工作者無發生重大工安事件。,"p.84, p.107",2026-05-04
2024,1440,臺南紡織,62,勞動法規違規與裁罰,勞動基準法第34條第2項：5萬元; 職業安全衛生設施規則第57條等：10萬元; 職業安全衛生設施規則第57條：10萬元,NA,報告書列出3項勞動/職安法規違規事件。,"p.45, p.47",2026-05-04
2024,1440,臺南紡織,63,政府補貼或獎勵,"4,639,322.00",元,"獲得勞動部勞動力發展署補助：47,179
當年度抵用之投資抵減：4,592,143",p.33,2026-05-04
2024,1440,臺南紡織,64,取水量-自來水,"361,580.00",噸,"第三方水（自來水）361.58百萬公升 = 361,580噸。",p.68,2026-05-04
2024,1440,臺南紡織,65,取水量-地表水,0,噸,未使用地表水。,p.68,2026-05-04
2024,1440,臺南紡織,66,取水量-地下水,"243,570.00",噸,"地下水243.57百萬公升 = 243,570噸。",p.68,2026-05-04
2024,1440,臺南紡織,67,取水量-其他來源（海水、冷凝水、雨水、再生水）,0,噸,未使用其他來源水。,p.68,2026-05-04
2024,1440,臺南紡織,68,回收水量,0,噸,報告書提及「持續於水資源管理上進行更加完善之運用」，但未明確列出具體回收水量數值。,NA,2026-05-04
